sludinajuma_saite,bilde,apraksts,marka,gads,tips,tilpums,nobraukums,cena
https://www.ss.lv//msg/lv/transport/cars/mercedes/gls-350/cxibpi.html ,https://i.ss.lv/gallery/6/1179/294723/58944574.th2.jpg ,"Pārdodu Mercedes Benz Gls 350 D 4Matic, 2018. gada, 3.0. dīzelis, 190 kw",MercedesGLS 350,2018,Dīzelis,3.0,232000,49500
https://www.ss.lv//msg/lv/transport/cars/mercedes/c200/cfxpm.html ,https://i.ss.lv/gallery/6/1159/289669/57933696.th2.jpg ,"Pārdodu Mercedes c200, 2008.gada, 2.2 100kw dīzels, automāts. TA lidz 06",MercedesC200,2008,Dīzelis,2.2,266000,4050
https://www.ss.lv//msg/lv/transport/cars/volkswagen/golf-plus/bmboip.html ,https://i.ss.lv/gallery/6/1172/292867/58573223.th2.jpg ,1.9 Dizelis77kWTikko ievests auto 223000km orģināls nobraukums A,VolkswagenGolf Plus,2010,Dīzelis,1.9,224000,5200
https://www.ss.lv//msg/lv/transport/cars/audi/q7/cbggjl.html ,https://i.ss.lv/gallery/6/1179/294723/58944494.th2.jpg ,Audi Q7 Facelift / 7 vietas3.0d 176kwLabā vizuālā un tehniskā stāv,AudiQ7,2010,Dīzelis,3.0,320000,11250
https://www.ss.lv//msg/lv/transport/cars/audi/q7/bnlcjn.html ,https://i.ss.lv/gallery/6/1121/280215/56042847.th2.jpg ,"Audi Q7 3.0tdi S-Line, Facelift, 8 акпп, 7 мест. Заменены все масла, в т",AudiQ7,2011,Dīzelis,3.0,296000,18200
https://www.ss.lv//msg/lv/transport/cars/bmw/520/dnjmp.html ,https://i.ss.lv/gallery/6/1175/293606/58721031.th2.jpg ,239.000km oriģināls nobraukums BMW 520d Tikko ievests auto Auto nav ,Bmw520,2011,Dīzelis,2.0,230000,7800
https://www.ss.lv//msg/lv/transport/cars/renault/megane/folfl.html ,https://i.ss.lv/gallery/6/1178/294404/58880623.th2.jpg ,"Renault Megane, 1.5 dīzelis 85kW, automāts. Oficiālais Renault / Dac",RenaultMegane,2021,Dīzelis,1.5,83000,19499
https://www.ss.lv//msg/lv/transport/cars/mazda/cx-7/bbbhlj.html ,https://i.ss.lv/gallery/6/1179/294708/58941523.th2.jpg ,Mazda Cx-7 Awd 2.2Tdi 127kw 173zs23.07.2013. pirmā registrācija Vācijā,MazdaCX-7,2013,Dīzelis,2.2,126000,7650
https://www.ss.lv//msg/lv/transport/cars/volvo/v70/bxbmkp.html ,https://i.ss.lv/gallery/6/1135/283539/56707624.th2.jpg ,"2.4 D5 120 kW dzinējs, dzinējam ir uztaisīta pilnā apkope tai skaitā zob",VolvoV70,2007,Dīzelis,2.4,272000,5600
https://www.ss.lv//msg/lv/transport/cars/opel/corsa/edbfo.html ,https://i.ss.lv/gallery/6/1179/294721/58944089.th2.jpg ,Marka: Opel CorsaModelis: 2007Variants: 1.3 dīzelisVidējais nobrau,OpelCorsa,2007,Dīzelis,1.3,320000,1399
https://www.ss.lv//msg/lv/transport/cars/honda/cr-v/bejdj.html ,https://i.ss.lv/gallery/6/1175/293545/58708905.th2.jpg ,"Pārdodas Cr-v, labs gan tehniski gan vizuāli. Daudz ieguldīts-jaunas ķēd",HondaCr-v,2007,Dīzelis,2.2,338000,4050
https://www.ss.lv//msg/lv/transport/cars/renault/master/bkhfib.html ,https://i.ss.lv/gallery/6/1051/262727/52545314.th2.jpg ,"Pàrdodu Renault Master 2018g. Ar 125 kw(170hp)Kravas kastes garums 4, 10",RenaultMaster,2018,Dīzelis,2.3,283000,15900
https://www.ss.lv//msg/lv/transport/cars/mercedes/e200/ckjoj.html ,https://i.ss.lv/gallery/6/1164/290959/58191753.th2.jpg ,Pārdodu Mercedes Benz E200 100kw. mašīna labā braucamā stāvoklī erta klu,MercedesE200,2013,Dīzelis,2.2,305000,7000
https://www.ss.lv//msg/lv/transport/cars/land-rover/range-rover-sport/bjifbm.html ,https://i.ss.lv/gallery/6/1179/294720/58943905.th2.jpg ,Продаю надежный и комфортабельный автомобиль. Автомобиль в отличном техн,Land RoverRange Rover Sport,2015,Dīzelis,3.0,115000,27000
https://www.ss.lv//msg/lv/transport/cars/opel/astra/dimie.html ,https://i.ss.lv/gallery/6/1174/293423/58684428.th2.jpg ,"Opel Astra Sports Tourer 1.6 D 110 Zs (81 Kw), 6-pakāpju manuālā pārnesu",OpelAstra,2018,Dīzelis,1.6,147000,13900
https://www.ss.lv//msg/lv/transport/cars/audi/a6/engnd.html ,https://i.ss.lv/gallery/6/1165/291125/58224990.th2.jpg ,Pārdodu Audi A6 Avant 3.0 Tdi S-tronic Facelift. Pilnigi jauna tehnisk,AudiA6,2017,Dīzelis,3.0,207000,18190
https://www.ss.lv//msg/lv/transport/cars/chrysler/grand-voyager/dnplk.html ,https://i.ss.lv/gallery/6/1172/292975/58594993.th2.jpg ,Pārdodu ģimenes auto Chrysler Grand Voyager Limited ar Stow&go komplektā,ChryslerGrand Voyager,2008,Dīzelis,2.8,259000,4000
https://www.ss.lv//msg/lv/transport/cars/opel/vectra/bnxhk.html ,https://i.ss.lv/gallery/6/1131/282612/56522272.th2.jpg ,"Pārdodu Opel Vectra 1.9cdti, facelift. Gts pakete. Mašīna ir labā tehnis",OpelVectra,2005,Dīzelis,1.9,269000,1500
https://www.ss.lv//msg/lv/transport/cars/volkswagen/tiguan/cbbejd.html ,https://i.ss.lv/gallery/6/1179/294721/58944116.th2.jpg ,"Adas Salons 2.0Tdi R-Line Fwd tikko no Belgijas, Pilna servisa vesture. ",VolkswagenTiguan,2011,Dīzelis,2.0,207000,9780
https://www.ss.lv//msg/lv/transport/cars/volvo/v60/bpfkob.html ,https://i.ss.lv/gallery/6/1159/289616/57923018.th2.jpg ,Tikko no Vācijas. Volvo V60 Momentum 1.6D2 84kw ar automatisko ātrumkārb,VolvoV60,2014,Dīzelis,1.6,234000,9350
https://www.ss.lv//msg/lv/transport/cars/opel/astra/cffcn.html ,https://i.ss.lv/gallery/6/1179/294719/58943647.th2.jpg ,"Pārdodu koptu auto. Tehniski perfektā stāvoklī, vienmēr visam sekots līd",OpelAstra,2014,Dīzelis,1.7,208000,5100
https://www.ss.lv//msg/lv/transport/cars/peugeot/3008/cxbldx.html ,https://i.ss.lv/gallery/6/1159/289692/57938310.th2.jpg ,"Garantija 1 gads. Peugeot 3008 gt line 2.0 hdi 130 kw/177 hp, automāts. ",Peugeot3008,2018,Dīzelis,2.0,102000,21990
https://www.ss.lv//msg/lv/transport/cars/saab/9-3/gcfej.html ,https://i.ss.lv/gallery/6/1174/293475/58694899.th2.jpg ,"Tiko no Beļģijas 1, 9tid129kw/179ps, bez rūsas, laba komplektācija, 2 at",Saab9-3,2007,Dīzelis,1.9,370000,2400
https://www.ss.lv//msg/lv/transport/cars/bmw/x3/cbbfcp.html ,https://i.ss.lv/gallery/6/1179/294720/58943897.th2.jpg ,"Pārdod ar tikko izietu TA bez aizrādījumiem. Jauns akumulators, riepām 2",BmwX3,2006,Dīzelis,3.0,436000,5700
https://www.ss.lv//msg/lv/transport/cars/volvo/c70/dflli.html ,https://i.ss.lv/gallery/6/1170/292312/58462262.th2.jpg ,"Tiko no Beļģijas, D3 Automāts, auto ļoti kopts ar glaunu komplektāciju (",VolvoC70,2011,Dīzelis,2.0,243000,10900
https://www.ss.lv//msg/lv/transport/cars/seat/ibiza/fjjbh.html ,https://i.ss.lv/gallery/6/1179/294711/58942100.th2.jpg ,"1.9d, 55kw, Jauna TA uz gadu tikko izieta, mehānika, klimata kontrole, a",SeatIbiza,2005,Dīzelis,1.4,267000,1590
https://www.ss.lv//msg/lv/transport/cars/audi/q5/cbodpk.html ,https://i.ss.lv/gallery/6/1133/283096/56619074.th2.jpg ,"Audi Q5, 2.0 Dīzelis 130kw/176zs; Navigācija; Ādas apdares salons; Kruīz",AudiQ5,2014,Dīzelis,2.0,136000,18900
https://www.ss.lv//msg/lv/transport/cars/renault/master/becflj.html ,https://i.ss.lv/gallery/6/1179/294720/58943846.th2.jpg ,"8+1 pasažieru, vinjete nav nepieciešama. Pilna masa 3490kg, var braukt a",RenaultMaster,2008,Dīzelis,2.5,390000,6200
https://www.ss.lv//msg/lv/transport/cars/volvo/v70/bebome.html ,https://i.ss.lv/gallery/6/1174/293463/58692451.th2.jpg ,"Tiko no Beļģijas, melnais motors, servisa grāmata, 2 atslēgas, bez rūsas",VolvoV70,2005,Dīzelis,2.4,322000,3150
https://www.ss.lv//msg/lv/transport/cars/volvo/xc70/bkifel.html ,https://i.ss.lv/gallery/6/1143/285607/57121203.th2.jpg ,Xc70 Summum Fwd. Auto ievests 2 gadi atpakaļ no Nīderlandes. Nobraukumu ,VolvoXC 70,2012,Dīzelis,2.0,365000,11290
https://www.ss.lv//msg/lv/transport/cars/ford/focusc-max/bidolh.html ,https://i.ss.lv/gallery/6/1179/294718/58943528.th2.jpg ,"Pārdošu Ford C-max, Labā stāvokli, bet nav jauns. Laba komplektācija, ",FordC-Max,2010,Dīzelis,1.8,240000,3800
https://www.ss.lv//msg/lv/transport/cars/volkswagen/passat-b5/nkdlx.html ,https://i.ss.lv/gallery/6/1178/294484/58896768.th2.jpg ,"VW Passat B5+ 1.9tdi 96kwТехосмотр на месяц, до 04.03.Нужно сделать:",VolkswagenPassat (B5),2001,Dīzelis,1.9,389000,500
https://www.ss.lv//msg/lv/transport/cars/peugeot/508/bmline.html ,https://i.ss.lv/gallery/6/1170/292342/58468265.th2.jpg ,"Pārdodu Peugeot 508 2.0 Bluehdi 133 kW (181 hp)Atpakaļskata kamera, ",Peugeot508,2015,Dīzelis,2.0,210000,9420
https://www.ss.lv//msg/lv/transport/cars/mercedes/vito/fjbmi.html ,https://i.ss.lv/gallery/6/1179/294613/58922404.th2.jpg ,"1g. Garantija, Vito 114 cdi, aut. , 140zs Extra Long , 9 vietīgsOriģin",MercedesVito,2020,Dīzelis,2.2,74000,31990
https://www.ss.lv//msg/lv/transport/cars/mercedes/c200/difjn.html ,https://i.ss.lv/gallery/6/1177/294029/58805677.th2.jpg ,"Продается MB C200 2, 2Cdi 100kw Avangarde в отличном ухоженном состоянии",MercedesC200,2008,Dīzelis,2.2,314000,4900
https://www.ss.lv//msg/lv/transport/cars/audi/a4/befgnb.html ,https://i.ss.lv/gallery/6/1179/294719/58943656.th2.jpg ,"Audi A4 S-Line, ērts, komfortabls un izmaksās lēts auto. Auto vairs neti",AudiA4,2012,Dīzelis,2.0,375000,7222
https://www.ss.lv//msg/lv/transport/cars/peugeot/407/aaced.html ,https://i.ss.lv/gallery/6/1165/291235/58246891.th2.jpg ,"2, 7 hdi 150kw/205zirgi, tikko no Beļģijas, piereģistrēts, tikko kā izie",Peugeot407,2006,Dīzelis,2.7,222000,3300
https://www.ss.lv//msg/lv/transport/cars/bmw/730/fbblf.html ,https://i.ss.lv/gallery/6/1178/294480/58895933.th2.jpg ,"Pardod Bmw 730d F01, nobraukts 295k, Komforta salons pilnigi viss meln",Bmw730,2009,Dīzelis,3.0,295000,9650
https://www.ss.lv//msg/lv/transport/cars/volkswagen/passat-b8/bmblfk.html ,https://i.ss.lv/gallery/6/1148/286957/57391289.th2.jpg ,"Volkswagen Passat R-line 2.0 Dīzelis 140kw/190zs, Pvn; Led lukturi. ",VolkswagenPassat (B8),2019,Dīzelis,2.0,126000,20990
https://www.ss.lv//msg/lv/transport/cars/hyundai/tucson/aikij.html ,https://i.ss.lv/gallery/6/1151/287601/57520188.th2.jpg ,Hyundai Tucson. Tikko no Nīderlandes. 85 kw/116 z. s. Jaunā TA. Pilnā ko,HyundaiTucson,2018,Dīzelis,1.7,269000,12950
https://www.ss.lv//msg/lv/transport/cars/volvo/v50/okdmb.html ,https://i.ss.lv/gallery/6/1179/294710/58941851.th2.jpg ,Volvo V50. Summum. Tikko no Nīderlandes. 84 kW/114 z. s. Jaunā TA. Pilnā,VolvoV50,2012,Dīzelis,1.6,275000,5450
https://www.ss.lv//msg/lv/transport/cars/ford/s-max/bnxkoi.html ,https://i.ss.lv/gallery/6/1179/294717/58943349.th2.jpg ,"Pārdodu ekanomisku labi koptu ģimenes auto, sakarā ar cita auto iegādi.",FordS-Max,2007,Dīzelis,2.0,372000,4100
https://www.ss.lv//msg/lv/transport/cars/volvo/xc90/bpekex.html ,https://i.ss.lv/gallery/6/1179/294718/58943407.th2.jpg ,"Volvo XC 90 D5 Awd Inscription. 2019. gada. 2.0l dīzelis, 173 Kw (235 Hp",VolvoXC 90,2019,Dīzelis,2.0,129000,37900
https://www.ss.lv//msg/lv/transport/cars/mercedes/s350/bijjk.html ,https://i.ss.lv/gallery/6/1178/294314/58862608.th2.jpg ,Mercedes-Benz /S350 Amg/ Line. Teicamā vizuālā un tehniskā stāvoklī. ,MercedesS350,2015,Dīzelis,3.0,317000,26600
https://www.ss.lv//msg/lv/transport/cars/toyota/verso/blkfoh.html ,https://i.ss.lv/gallery/6/1168/291994/58398667.th2.jpg ,Toyota Verso 1.6D 82kw-111zsServisa vēsture.,ToyotaVerso,2017,Dīzelis,1.6,275000,9495
https://www.ss.lv//msg/lv/transport/cars/volkswagen/caddy/blffep.html ,https://i.ss.lv/gallery/6/1179/294715/58942839.th2.jpg ,"VW Caddy Maxi, 2.0Tdi 75kw / 102zs. , mehāniskā ātrumkārba, tikko piereģ",VolkswagenCaddy,2016,Dīzelis,2.0,253000,13990
https://www.ss.lv//msg/lv/transport/cars/mercedes/c200/bxobni.html ,https://i.ss.lv/gallery/6/1179/294687/58937342.th2.jpg ,"Pārdodu koptu, mīlētu mercedes w204, 200d. Avantgarde, bagāta komplektāc",MercedesC200,2008,Dīzelis,2.2,262000,6500
https://www.ss.lv//msg/lv/transport/cars/jaguar/f-pace/bpelcb.html ,https://i.ss.lv/gallery/6/1179/294717/58943289.th2.jpg ,"Garantija 1g. Jaguar F Pace 2.0d Awd. 8p-aut. Pirma reg. 11.2016, li",JaguarF-Pace,2017,Dīzelis,2.0,170000,20990
https://www.ss.lv//msg/lv/transport/cars/renault/master/bebckf.html ,https://i.ss.lv/gallery/6/1179/294716/58943179.th2.jpg ,"Renault Master, L2H2 , 2.5d (84kW), dīzelis, manuālis. Tiek tirgots ",RenaultMaster,2006,Dīzelis,2.5,279000,3200
https://www.ss.lv//msg/lv/transport/cars/hyundai/santa-fe/bdbmlo.html ,https://i.ss.lv/gallery/6/1179/294717/58943220.th2.jpg ,Auto laba stāvoklī. Sīkāk zvanot,HyundaiSanta FE,2008,Dīzelis,2.2,260000,5000
https://www.ss.lv//msg/lv/transport/cars/volvo/s60/cmxmi.html ,https://i.ss.lv/gallery/6/1171/292574/58514679.th2.jpg ,"Dīzelis D5 , mehānika , lietie diski , klimatkontrole , viens saimnieks ",VolvoS60,2004,Dīzelis,2.4,320000,1695
https://www.ss.lv//msg/lv/transport/cars/bmw/x3/bpnhdi.html ,https://i.ss.lv/gallery/6/1166/291464/58292656.th2.jpg ,"Xdrive 2.0d aut. , 135kw, Luxurt Line ar 100% oriģinālo nobraukumu un pi",BmwX3,2011,Dīzelis,2.0,149000,13750
https://www.ss.lv//msg/lv/transport/cars/volvo/xc60/bhmfeo.html ,https://i.ss.lv/gallery/6/1179/294681/58936095.th2.jpg ,Tirgojas labs xc60 ekanomisks ar vieglu gaitu 129 kw D-5 motors vidēji 6,VolvoXC 60,2010,Dīzelis,2.4,336000,7100
https://www.ss.lv//msg/lv/transport/cars/chrysler/grand-voyager/efbkk.html ,https://i.ss.lv/gallery/6/1171/292535/58506983.th2.jpg ,Visi jautājumi zvanot. Uz e-pastu neatbildu.,ChryslerGrand Voyager,2008,Dīzelis,2.8,276000,5550
https://www.ss.lv//msg/lv/transport/cars/jaguar/f-pace/cbohdh.html ,https://i.ss.lv/gallery/6/1158/289407/57881203.th2.jpg ,"F-Pace R Sport 2.0d Awd aut. , ar 100% oriģinālo nobraukumu. Visas apk",JaguarF-Pace,2018,Dīzelis,2.0,140000,22990
https://www.ss.lv//msg/lv/transport/cars/mitsubishi/outlander/amoxx.html ,https://i.ss.lv/gallery/6/1151/287681/57536119.th2.jpg ,"Unīkāls piedāvājums ar 100% oriģinālo nobraukumu 105000km, nav lietots L",MitsubishiOutlander,2011,Dīzelis,2.2,105000,9400
https://www.ss.lv//msg/lv/transport/cars/ford/mondeo/gfhih.html ,https://i.ss.lv/gallery/6/1158/289366/57873009.th2.jpg ,"Mondeo Titanium 2.0tdi aut. , 150zs Oriģinālais nobraukums ar visu servi",FordMondeo,2016,Dīzelis,2.0,164000,11990
https://www.ss.lv//msg/lv/transport/cars/ford/s-max/plgbx.html ,https://i.ss.lv/gallery/6/1158/289361/57872106.th2.jpg ,"S Max 2.0 tdi aut. , 150zs ar 100% originālu nobraukumu , garantija. V",FordS-Max,2017,Dīzelis,2.0,144000,15990
https://www.ss.lv//msg/lv/transport/cars/bmw/x5/bidfbb.html ,https://i.ss.lv/gallery/6/1179/294716/58943015.th2.jpg ,Tie kas meklē labu x5 šeit būs. Tiko izieta jauna TA un samaksāti nodo,BmwX5,2005,Dīzelis,3.0,315000,7290
https://www.ss.lv//msg/lv/transport/cars/bmw/530/begdio.html ,https://i.ss.lv/gallery/6/1070/267350/53469932.th2.jpg ,Sport-Line 530d 265Zs Xdrive Sport-Autom Adaptive-Led El. Sport-Pusāda N,Bmw530,2018,Dīzelis,3.0,165000,25500
https://www.ss.lv//msg/lv/transport/cars/lancia/voyager/cbocfo.html ,https://i.ss.lv/gallery/6/1179/294716/58943043.th2.jpg ,"Продаю Lancia Voyager, 2012 год, 2.8 дизель. Поменян ремень и масло в ",LanciaVoyager,2012,Dīzelis,2.8,289000,9800
https://www.ss.lv//msg/lv/transport/cars/audi/q5/bgxkcg.html ,https://i.ss.lv/gallery/6/1173/293062/58612286.th2.jpg ,"Audi Q5 Sportback 40 Tdi Quattro S line, ar jaudīgu un ekonomisku 2.0 dz",AudiQ5,2022,Dīzelis,2.0,29000,49000
https://www.ss.lv//msg/lv/transport/cars/skoda/octavia/bcxben.html ,https://i.ss.lv/gallery/6/1171/292740/58547910.th2.jpg ,"Tikko no Itālijas, Škoda-Octavia, 1.6Tdi (77Kw=105Z. S. ), Automāts1",SkodaOctavia,2010,Dīzelis,1.6,182000,6999
https://www.ss.lv//msg/lv/transport/cars/volkswagen/polo/efdxc.html ,https://i.ss.lv/gallery/6/1163/290566/58113135.th2.jpg ,"VW Polo Cross 1.6 tdi, 2010. gada, auto ievests no Nīderlandes. Klimata ",VolkswagenPolo,2010,Dīzelis,1.6,226000,4990
https://www.ss.lv//msg/lv/transport/cars/bmw/x1/bjoigd.html ,https://i.ss.lv/gallery/6/1158/289419/57883718.th2.jpg ,"Tikko no Itālijas, Bmw-X1 X-Drive, X-Line, 2.0d (130Kw=177Z. S. ), Autom",BmwX1,2010,Dīzelis,2.0,182000,8999
https://www.ss.lv//msg/lv/transport/cars/volkswagen/passat-b8/cbkoom.html ,https://i.ss.lv/gallery/6/1161/290105/58020911.th2.jpg ,"Sveiki. Piedāvāju jums lielisku automašīnu: Volkswagen Passat 2.0, izlai",VolkswagenPassat (B8),2015,Dīzelis,2.0,135000,15300
https://www.ss.lv//msg/lv/transport/cars/peugeot/5008/cbgpmn.html ,https://i.ss.lv/gallery/6/1148/286955/57390985.th2.jpg ,"1.5 Dīzelis, 130zs, 8 pakāpju automāts, 7 vietas. Vidējais degvielas",Peugeot5008,2023,Dīzelis,1.5,652,35500
https://www.ss.lv//msg/lv/transport/cars/renault/scenic/enxke.html ,https://i.ss.lv/gallery/6/1179/294715/58942939.th2.jpg ,"Pardodu Renault Scenic 1.5 dizelis, 2005.gads, auto ir brauksanas kartib",RenaultScenic,2005,Dīzelis,1.5,357000,750
https://www.ss.lv//msg/lv/transport/cars/volvo/v70/djojk.html ,https://i.ss.lv/gallery/6/1179/294716/58943042.th2.jpg ,Auto no Francijas bez niecīgākajām rūsas pazīmēm. Latvijā nav braukta. J,VolvoV70,2002,Dīzelis,2.4,354000,2390
https://www.ss.lv//msg/lv/transport/cars/volkswagen/touran/bgphgi.html ,https://i.ss.lv/gallery/6/1179/294715/58942981.th2.jpg ,Volkswagen Touran 1.6 Tdi Match 77 kW / 105 Zirgspēki tikko Ievesta no V,VolkswagenTouran,2012,Dīzelis,1.6,249000,7550
https://www.ss.lv//msg/lv/transport/cars/opel/combo/bdlgh.html ,https://i.ss.lv/gallery/6/1088/271881/54376071.th2.jpg ,Opel Combo Life N1Iespējams Operatīvais līzings ar izdevīgu mēneša m,OpelCombo,2022,Dīzelis,1.5,28000,20500
https://www.ss.lv//msg/lv/transport/cars/mercedes/e220/acnjh.html ,https://i.ss.lv/gallery/6/1179/294715/58942880.th2.jpg ,Продам машину в хорошем техническом и визуальном состоянии была пригнана,MercedesE220,2008,Dīzelis,2.2,287000,3350
https://www.ss.lv//msg/lv/transport/cars/opel/combo/fenoo.html ,https://i.ss.lv/gallery/6/1032/257793/51558547.th2.jpg ,"Pārdod Opel Combo Cargo Aprīkojums:1, 5 Hdi 100Zs, 6M/tKruīza ko",OpelCombo,2023,Dīzelis,1.5,10,23900
